date,DLNULC,dl4pmcg,LUR,DLPTM,PIE_RBAQ,dummy1,dummy2,dummy3,dummy4
2019 Q2,1.2663031520843693,2.851165052596638,5.223186881256381,0.4,0.57519,0,0,0,0
2019 Q3,0.40303003859483155,2.3068088250274066,5.264737164619726,0.4,0.57519,0,0,0,0
2019 Q4,0.5655977511196508,2.1268347403926136,5.1718766658956135,0.4,0.57519,0,0,0,0
2020 Q1,1.033625263852156,2.4650631943442747,5.1772890175649895,0.5,0.57519,0,0,0,0
2020 Q2,5.641158988735972,3.843413733926049,6.9038663089983965,-0.1,0.57519,0,0,1,0
2020 Q3,-1.4767500033400216,-0.9333966790475046,7.070988975559089,0.3,0.57519,0,0,0,1
2020 Q4,-1.577734821850707,-2.2989518224698635,6.773219451262813,0.5,0.57519,0,0,0,0
2021 Q1,-0.22004581190991912,-4.464260590811708,5.917811434267383,0.3,0.57519,0,0,0,0
2021 Q2,1.173818081369471,-6.782259633876109,5.198921666774425,0.4,0.57519,0,0,0,0
2021 Q3,2.3116568205504118,1.1864545956192352,4.684964009354031,0.8,0.57519,1,0,0,0
2021 Q4,-0.9006395328997829,5.202515398928043,4.689508903648088,1,0.57519,1,0,0,0
2022 Q1,1.0296864841220832,9.299286684916463,4.04636496832792,1.5,0.57519,1,1,0,0
2022 Q2,1.6839314163640262,8.08520966290951,3.8004627770142463,1.5,0.57519,1,1,0,0
2022 Q3,2.155212814721663,8.939550265436758,3.542328910183179,1.9,0.57519,1,1,0,0
2022 Q4,0.9350337370625517,8.687509078839728,3.4918192594081243,1.7,0.57519,1,1,0,0
2023 Q1,1.5203467864003395,4.382547954002902,3.6057787262440466,1.2,0.57519,1,0,0,0
2023 Q2,1.335500325197303,6.271647386762602,3.608505766255987,0.9,0.57519,0,0,0,0
2023 Q3,1.8761835357318124,1.3772214621226908,3.6717762047855262,1.2,0.57519,0,0,0,0
2023 Q4,1.4342932937616348,0.5979091056057761,3.898443096718318,0.9,0.57519,0,0,0,0
2024 Q1,0.8049484930542139,1.0662705744040046,3.8913820129958476,1,0.57519,0,0,0,0
2024 Q2,1.1393284874560483,0.9077218151117172,4.052039252255158,0.9,0.57519,0,0,0,0
2024 Q3,1.2340292414756426,1.1333706509849328,4.14111630035795,0.8,0.57519,0,0,0,0
2024 Q4,1.4039659109087443,0.4460973940624946,4.006588830115964,0.5,0.57519,0,0,0,0
